member_id,prioritization_score,rank,p_churn_no_outreach,p_churn_with_outreach
2986,0.3295175158070867,117,0.3936071793238244,0.06408966351673769
519,0.32882268770354883,118,0.5688724148762241,0.24004972717267528
5265,0.3281645792744946,119,0.6414559936345777,0.3132914143600831
6502,0.32615761184285513,120,0.4536210766305357,0.12746346478768056
436,0.32537201292167567,121,0.41709035264343014,0.09171833972175449
5676,0.3250611573717122,122,0.4595714464665646,0.1345102890948524
12,0.324655746232388,123,0.5772526645094118,0.2525969182770238
5063,0.3231392137713964,124,0.3703509108606484,0.047211697089251964
3891,0.32298558020509976,125,0.4293947708874632,0.10640919068236344
9879,0.322561951835694,126,0.5540597504350789,0.2314977985993849
6901,0.32232522244223405,127,0.335808946075884,0.013483723633649948
1996,0.321814177067254,128,0.4598141054889416,0.13799992842168754
4891,0.32163212211216846,129,0.509515847368884,0.18788372525671554
8640,0.3211268604087031,130,0.4169527400219104,0.09582587961320733
5809,0.3202727079512922,131,0.42829130174021307,0.10801859378892088
4182,0.3200021715760692,132,0.6192983618907695,0.2992961903147003
434,0.31946610018854726,133,0.3574822905716892,0.0380161903831419
7481,0.31890536522848406,134,0.32255552181087016,0.0036501565823861093
1611,0.31804989432759573,135,0.4411526408332605,0.12310274650566476
3194,0.31782538075046984,136,0.6877718461379152,0.36994646538744536
8508,0.31641050606958404,137,0.4271886111111082,0.11077810504152415
6272,0.3153674218213698,138,0.5068749079840129,0.1915074861626431
3977,0.3152204382849807,139,0.36946712809972676,0.054246689814746084
4378,0.3151774928485638,140,0.406677722460961,0.09150022961239725
3455,0.3151602788031471,141,0.4857314980686735,0.17057121926552637
7194,0.3151023323685962,142,0.44902576797524385,0.13392343560664766
2173,0.3150641882624742,143,0.44740419787624697,0.1323400096137728
1108,0.3150050467465475,144,0.44883169930954575,0.13382665256299822
2017,0.3148480038296503,145,0.6325443821424994,0.31769637831284914
1812,0.31445644020051955,146,0.5058938782970976,0.19143743809657812
2235,0.31350874277908664,147,0.4266219993105673,0.11311325653148067
8250,0.3128635685719286,148,0.3351837136685563,0.022320145096627723
5694,0.3125279045410945,149,0.5508318810278642,0.23830397648676965
5775,0.31245694015246006,150,0.6042421228506604,0.2917851826982003
9480,0.31240846343032425,151,0.47913772014471345,0.1667292567143892
1301,0.31234167391529727,152,0.31804615022176624,0.005704476306468955
5932,0.3118708997412864,153,0.4608662586143078,0.1489953588730214
9010,0.31101547738115504,154,0.3361996874262592,0.025184210045104207
9597,0.3107661836411342,155,0.4865357340436337,0.17576955040249953
2028,0.31035719158250336,156,0.42354535129533954,0.11318815971283618
2133,0.3099957976625438,157,0.5570643899067482,0.24706859224420438
1775,0.30888135602480166,158,0.44185573716044024,0.1329743811356386
9490,0.30803341170496773,159,0.3797246361419317,0.07169122443696395
7008,0.30713107521830463,160,0.4580741168665293,0.1509430416482247
3426,0.3069679028590381,161,0.3959438681552263,0.08897596529618823
2341,0.30664969374473927,162,0.32717122201790666,0.02052152827316738
3467,0.3056511704493713,163,0.6174188550977762,0.3117676846484049
7180,0.3050295752303244,164,0.35189217981167153,0.046862604581347105
3264,0.3048300237979837,165,0.5716261399754563,0.2667961161774726
1384,0.3046239292992677,166,0.3401687701884199,0.03554484088915224
1958,0.30450287192838443,167,0.5293419195288578,0.22483904760047332
4001,0.30438418579133,168,0.31081341465376866,0.0064292288624386695
2515,0.30407783770664865,169,0.31994337984821797,0.015865542141569294
7484,0.3024456817405058,170,0.5048182848987678,0.20237260315826203
5756,0.3015318140892659,171,0.35474072952236374,0.05320891543309783
2630,0.301511267423058,172,0.44319753444727805,0.14168626702422002
2285,0.300423924096987,173,0.5339592943716125,0.2335353702746255
582,0.30033482746754625,174,0.3882208884769061,0.08788606100935986
5465,0.29941628953895966,175,0.6244089138049514,0.3249926242659918
2118,0.2992888694257063,176,0.4015061629157256,0.10221729349001928
2041,0.2982660429321194,177,0.309493573068665,0.011227530136545587
7095,0.29794857759714377,178,0.36415334886865147,0.06620477127150767
4500,0.29772966383995647,179,0.534913010962746,0.23718334712278955
8486,0.2966109068274591,180,0.48787243184649537,0.19126152501903626
5282,0.2956966347730459,181,0.714047911493864,0.4183512767208181
6513,0.2955368502851581,182,0.5282186906432634,0.23268184035810532
4888,0.29543013503426363,183,0.5206013662439684,0.22517123120970475
2700,0.2952315437265267,184,0.39408195864794066,0.09885041492141393
5716,0.29477628251793875,185,0.46494812413585984,0.17017184161792107
3231,0.29465648085188656,186,0.3989080796719984,0.10425159882011178
7789,0.29461075645230783,187,0.7039181394604337,0.40930738300812586
9076,0.29421299609188545,188,0.4692947758719088,0.17508177978002334
1080,0.2940297728952045,189,0.48606012005796195,0.19203034716275746
7880,0.29376187799262665,190,0.44743269137623165,0.153670813383605
1997,0.2933569055174877,191,0.3341147855929416,0.040757880075453896
526,0.29323530472380954,192,0.44553046520229184,0.15229516047848232
3085,0.2931362048419991,193,0.42025091306021173,0.12711470821821266
3813,0.2927043892039901,194,0.32454011323391485,0.031835724029924746
742,0.2921895418825755,195,0.4696246020672354,0.17743506018465985
1524,0.29198817986779757,196,0.5402202757667275,0.24823209589892992
9092,0.2918927806881276,197,0.3686756013631526,0.07678282067502502
448,0.2917809783653185,198,0.40873236305295646,0.11695138468763794
2947,0.2914402433584586,199,0.3181518364915354,0.026711593133076816
7891,0.2913103031090529,200,0.4082542372262251,0.11694393411717222
3196,0.29128260588798294,201,0.4240393307401926,0.13275672485220966
2511,0.29071594391451083,202,0.42597769786124096,0.1352617539467301
7741,0.2884114355812588,203,0.4087792019373201,0.12036776635606128
7252,0.28780443605725076,204,0.33746125523157033,0.049656819174319564
1680,0.287089612461727,205,0.4811812721475344,0.19409165968580744
4249,0.2868939505997642,206,0.3132857917889005,0.026391841189136307
2623,0.2868217718199709,207,0.5500269348614197,0.2632051630414488
9925,0.28597053448928317,208,0.6086259304312923,0.32265539594200915
64,0.28585457158377375,209,0.6932757362126937,0.4074211646289199
7113,0.28506794383231787,210,0.2954175439459779,0.010349600113660052
5102,0.28450787167578384,211,0.46232825309067926,0.17782038141489542
3671,0.2843272256317133,212,0.3397984325379336,0.055471206906220344
2566,0.2842448087715251,213,0.5032134025906266,0.21896859381910155
6613,0.2837592888063171,214,0.448729122112292,0.16496983330597487
407,0.2825906039606539,215,0.3069650688471783,0.02437446488652438
600,0.282577059115469,216,0.3439819780883514,0.061404918972882395
3994,0.28248783377222353,217,0.34359856928407123,0.061110735511847696
2968,0.28241125974103554,218,0.3586486705490098,0.07623741080797425
8282,0.28153529550316364,219,0.419087453100864,0.13755215759770034
6852,0.2805377712900737,220,0.32870142588389784,0.048163654593824164
4302,0.2804407370641403,221,0.2922408630482567,0.01180012598411639
9719,0.2799875945220385,222,0.4444657187536316,0.16447812423159316
4351,0.27944261891822164,223,0.3594707247798994,0.08002810586167776
4291,0.27897399815822255,224,0.47859038625363826,0.19961638809541568
5460,0.27843942005324473,225,0.5171299562163291,0.2386905361630843
465,0.2783381759555592,226,0.4789937403821764,0.2006555644266172
7815,0.27833103277258114,227,0.3810080920299537,0.10267705925737257
5442,0.2779158784878646,228,0.3177855129948568,0.039869634506992185
2299,0.27761522117559156,229,0.406863541162873,0.12924831998728142
3583,0.27759068771285444,230,0.5000991338470644,0.22250844613420998
8585,0.2775716135593694,231,0.5901481251613374,0.31257651160196803
759,0.27718432724980935,232,0.5617772145372519,0.2845928872874426
8185,0.27689732643745485,233,0.5755658079632888,0.298668481525834
6515,0.2768362670736084,234,0.3513227019329888,0.07448643485938039
1176,0.27667162139750545,235,0.2909725805209933,0.014300959123487816
2749,0.2761004226951192,236,0.30557932764523077,0.02947890495011159
6953,0.2759218739758556,237,0.690055429744864,0.4141335557690084
7004,0.27565802032452685,238,0.4468882833893702,0.17123026306484335
7976,0.2747467344738446,239,0.3352525679064606,0.06050583343261593
7319,0.2745177913075615,240,0.438828460275445,0.16431066896788346
9940,0.2745014629367243,241,0.48737491999651783,0.21287345705979357
4611,0.27255613016749014,242,0.40031939662917265,0.1277632664616825
5601,0.27200934928276665,243,0.48010229378631686,0.20809294450355018
7009,0.2719575572704625,244,0.40058388589813604,0.12862632862767354
9820,0.2718680760448138,245,0.3251548521666909,0.053286776121877114
3136,0.2715130134112317,246,0.35852431837497967,0.08701130496374801
3153,0.2713125518195958,247,0.42044984811802105,0.14913729629842523
1692,0.27126116494552366,248,0.44814499479860603,0.17688382985308237
6662,0.2711381773269558,249,0.2931777576976179,0.022039580370662098
6938,0.2705354641233476,250,0.37236664084156146,0.10183117671821386
4832,0.27039883934056924,251,0.3020279939152376,0.031629154574668375
9402,0.26987720294122697,252,0.38912311532394583,0.11924591238271887
8222,0.2693852857971444,253,0.46080299177298967,0.1914177059758453
9739,0.2685180484795945,254,0.3036327925883036,0.035114744108709114
500,0.2683876428063532,255,0.3192226670627576,0.05083502425640443
5669,0.26836830514982496,256,0.4702547870366158,0.20188648188679081
6200,0.26705035809089184,257,0.41414979143932956,0.1470994333484377
7237,0.26702148235102346,258,0.3102509197531775,0.043229437402154014
6496,0.2669886657190021,259,0.7227665196019788,0.4557778538829767
1171,0.2669308720223242,260,0.27144854022679943,0.004517668204475224
8198,0.26654187783235495,261,0.4159127084657024,0.1493708306333474
7089,0.2663508384235579,262,0.45577204924983866,0.1894212108262808
3982,0.26633909009994455,263,0.28100630941626187,0.014667219316317315
7014,0.2656164211201198,264,0.2673942210182043,0.0017777998980845163
3688,0.26560435070450655,265,0.5177535353893604,0.25214918468485387
9345,0.2655494616144327,266,0.359256790111059,0.09370732849662625
5393,0.26475163821121533,267,0.5041608842858739,0.23940924607465858
3910,0.2645466672328254,268,0.5034634363286944,0.23891676909586898
5691,0.2642522766026342,269,0.44646903163677587,0.1822167550341417
3966,0.26394091402824227,270,0.39381163239659545,0.12987071836835318
679,0.26351486660693474,271,0.6607707103140855,0.3972558437071508
4312,0.2633053526461002,272,0.6472243726436955,0.38391901999759526
4780,0.2632717784515829,273,0.33402285210152705,0.07075107364994417
6372,0.26317151421405316,274,0.4329929993781791,0.16982148516412593
1862,0.2630895890322095,275,0.42432529429634064,0.1612357052641311
6807,0.2626338615725764,276,0.4110030650245534,0.14836920345197702
1,0.26235998066546873,277,0.32624093101413104,0.06388095034866231
8406,0.2622828116716752,278,0.365905978309797,0.10362316663812174
7108,0.2618396906807437,279,0.516608085037373,0.2547683943566293
5878,0.2616220747573172,280,0.2814770999174397,0.019855025160122493
8943,0.2616095807918337,281,0.360139320263325,0.09852973947149131
1262,0.26119170483723725,282,0.6299235695183021,0.36873186468106484
1264,0.2611347609831279,283,0.31386228871936767,0.05272752773623977
9091,0.2611266178581306,284,0.47370638071828597,0.2125797628601553
8095,0.2609061106678223,285,0.5039020179597264,0.24299590729190415
8863,0.260843837475374,286,0.3023524773662435,0.04150863989086952
2375,0.2608020599918032,287,0.3242933987337559,0.06349133874195267
5801,0.2607616079214835,288,0.46951755137162576,0.20875594345014228
5764,0.2606882942929577,289,0.4979913808955296,0.2373030866025719
8919,0.2606733032515739,290,0.449832668287621,0.1891593650360471
9736,0.2604253866845454,291,0.34532714023550787,0.08490175355096247
6665,0.26040638214648304,292,0.2733233814724342,0.012916999325951153
1648,0.25978439099501216,293,0.3589516380317897,0.09916724703677754
3125,0.25970140809285186,294,0.49679442939577406,0.2370930213029222
7890,0.2594855404155743,295,0.3641800154640036,0.10469447504842928
4163,0.25926087089197053,296,0.3187373987441201,0.05947652785214959
6978,0.25869637901272685,297,0.318036106930627,0.05933972791790015
4105,0.2581948595640406,298,0.3181829824264719,0.05998812286243133
3900,0.2581647058298579,299,0.5167029764728642,0.25853827064300633
7449,0.25801584397888927,300,0.3680316955544919,0.11001585157560263
3249,0.2575335156374712,301,0.4422203565154267,0.18468684087795553
9642,0.25737976045587546,302,0.4685764343128342,0.21119667385695873
2803,0.25706923326308767,303,0.2867626262519163,0.029693392988828615
2243,0.2569787208396664,304,0.36990088605429283,0.11292216521462643
5377,0.2567759220881018,305,0.33765576069895625,0.08087983861085445
3050,0.2567017726189248,306,0.555634700482132,0.29893292786320724
54,0.2566959947282841,307,0.282695416208593,0.02599942148030895
8341,0.25663149214323827,308,0.4868068984548695,0.23017540631163125
8477,0.25642288319612055,309,0.3043704246683761,0.04794754147225555
4489,0.2562217839460511,310,0.4386664205553892,0.1824446366093381
1915,0.25588196236382227,311,0.2607930624534527,0.004911100089630432
3506,0.2558082062223799,312,0.6631198052155879,0.407311598993208
4734,0.2557797412931445,313,0.7674617206186887,0.5116819793255442
9308,0.25545971416038166,314,0.3297776026045679,0.07431788844418624
1294,0.25498714837995307,315,0.356748721742006,0.10176157336205295
4449,0.25460436418836735,316,0.48036627191701253,0.22576190772864518
8624,0.2545000616769749,317,0.4335685834239958,0.1790685217470209
4139,0.2541472917472979,318,0.2706763043625557,0.016529012615257778
1984,0.25375306398087694,319,0.4508630429970905,0.19710997901621358
187,0.25366393615669386,320,0.280714621388746,0.027050685232052125
4472,0.25341113893508543,321,0.5981741997738803,0.3447630608387949
4029,0.253135430772875,322,0.5379478798689079,0.2848124490960329
6440,0.25253899699519,323,0.2651192794404525,0.012580282445262476
8529,0.2521981716584537,324,0.35530536179887806,0.10310719014042434
1830,0.25201624389931,325,0.4554745499933231,0.20345830609401314
4952,0.251857367190375,326,0.26778621273122366,0.015928845540848672
3550,0.25175727304494216,327,0.2999121626647351,0.04815488961979292
1718,0.25169740458676926,328,0.47692547340906055,0.22522806882229127
9145,0.2516243093267973,329,0.4613284460868316,0.2097041367600343
4509,0.25141727091777427,330,0.5459519952595622,0.2945347243417879
7517,0.2513238004661596,331,0.4113018408615768,0.1599780403954172
2390,0.2511579185972844,332,0.5739457387350353,0.32278782013775087
1099,0.25113757179493773,333,0.2890150793339399,0.03787750753900217
5032,0.2510723263102354,334,0.27952783921486357,0.028455512904628156
7753,0.25075565273073896,335,0.48787314756532113,0.23711749483458214
8072,0.2504639152001594,336,0.39935103245480996,0.14888711725465054
7377,0.25044965939002006,337,0.416900334630067,0.16645067524004695
9620,0.2503332425250223,338,0.4752412507350007,0.2249080082099784
858,0.24963849960569165,339,0.3547698815079724,0.10513138190228075
9711,0.24939613585148251,340,0.2885867823501257,0.03919064649864318
840,0.24920095975518336,341,0.3908048805517135,0.14160392079653011
3702,0.24904450006706455,342,0.40318464344735355,0.154140143380289
8672,0.24882483198540492,343,0.2935208351187179,0.04469600313331299
2817,0.24748000201356324,344,0.2754080124765736,0.027928010463010352
807,0.2472422817016661,345,0.40375438339902725,0.15651210169736116
4389,0.2471308435738685,346,0.27987585157324923,0.032745007999380744
9582,0.2471097076321388,347,0.5255876049517012,0.2784778973195624
8184,0.24697861414861894,348,0.41666495870436937,0.16968634455575043
5715,0.24664685635648864,349,0.3872366736078579,0.14058981725136926
396,0.2458572202101431,350,0.4154002759629293,0.16954305575278616
9684,0.24575987110945607,351,0.3797544197379996,0.13399454862854354
8869,0.2451275179504531,352,0.2768500259473585,0.03172250799690544
95,0.24471496993158584,353,0.24826456626390708,0.0035495963323212464
3362,0.24398971394491198,354,0.30063731478761,0.056647600842698057
8632,0.24396389692654388,355,0.3746013081660091,0.13063741123946523
4293,0.24369276754822616,356,0.6300546217308438,0.38636185418261765
305,0.24368940611078604,357,0.4511486565743435,0.20745925046355745
6537,0.24360173701045104,358,0.3734470773359849,0.12984534032553388
7595,0.24357273580101413,359,0.36416037357409003,0.12058763777307592
5288,0.24313495391071097,360,0.43953944574631537,0.1964044918356044
5223,0.24253962939066886,361,0.32270486179627134,0.08016523240560249
2384,0.24253872131882656,362,0.3937241812009311,0.15118545988210455
6877,0.24251808641432648,363,0.5884133493151839,0.34589526290085737
8050,0.24233767343086407,364,0.33930514036114545,0.09696746693028138
3940,0.2419187107074703,365,0.39141137734175935,0.14949266663428903
3974,0.24169723823201109,366,0.3438254515307886,0.1021282132987775
52,0.24153769901652233,367,0.2718091979556269,0.030271498939104583
740,0.24142452876743942,368,0.30026961481429426,0.058845086046854844
6271,0.24061839710386884,369,0.3634145163635215,0.12279611925965266
5488,0.24048196134484195,370,0.24644954147301493,0.005967580128172962
7107,0.24038504428467408,371,0.417334314327841,0.17694927004316693
5663,0.24037859475800005,372,0.4995853753027581,0.25920678054475804
2500,0.24019353143037864,373,0.3892499252054481,0.14905639377506946
6585,0.2401877311140421,374,0.4197446582331565,0.1795569271191144
6190,0.24013583130343052,375,0.4799441136789078,0.2398082823754773
6089,0.24010853228025725,376,0.29399609787560893,0.053887565595351676
2126,0.2396505786391383,377,0.3300424312670838,0.09039185262794551
494,0.23929877563844112,378,0.30447930812626267,0.06518053248782155
7456,0.2390938931434004,379,0.2501935341032217,0.011099640959821307
1106,0.23904619882290104,380,0.2976679088864735,0.05862171006357244
5623,0.23898193494517,381,0.25035229900472195,0.011370364059551944
7991,0.23896475330027805,382,0.5637970785899262,0.32483232528964817
4019,0.2385509425979681,383,0.301167025657502,0.06261608305953387
1805,0.2384211069288188,384,0.5621208930489943,0.32369978612017547
8017,0.23841866438853254,385,0.3584066800976666,0.11998801570913405
4038,0.23797045082630147,386,0.3445622848150521,0.10659183398875059
7408,0.2379263245947419,387,0.29772573487938037,0.05979941028463849
859,0.23771245492051632,388,0.42865039360573215,0.19093793868521583
5624,0.23759560863570497,389,0.45992878198614784,0.22233317335044286
4710,0.23754104872772228,390,0.2889346298124736,0.051393581084751304
4892,0.23738017869132988,391,0.3174663881193139,0.08008620942798401
653,0.23737524938870624,392,0.5265862017637307,0.2892109523750245
7520,0.23712803828980822,393,0.41866082835597695,0.18153279006616874
6366,0.23696811704426762,394,0.31635363298486074,0.07938551594059313
675,0.2369359744596196,395,0.34920722109326274,0.11227124663364314
3949,0.23663904606138061,396,0.27274299305191924,0.036103946990538614
6044,0.2365803819513571,397,0.3080751475904243,0.07149476563906722
9466,0.2365332557003221,398,0.3733467400560644,0.13681348435574228
5907,0.236456477335953,399,0.3032505764840211,0.06679409914806808
9088,0.23627826738540478,400,0.27732709653653587,0.04104882915113109
6634,0.2362286967911845,401,0.43927190590728216,0.20304320911609766
9383,0.23619491944175744,402,0.3912372697353958,0.15504235029363836
9156,0.23602414539743172,403,0.6565962747589098,0.4205721293614781
924,0.23581515795386615,404,0.3990916655890984,0.16327650763523227
5046,0.23571169270839523,405,0.36900995256179064,0.1332982598533954
7010,0.23530439899333377,406,0.33874500763268145,0.10344060863934766
4609,0.23470077337231104,407,0.2448219168610679,0.01012114348875687
5443,0.2346086739200071,408,0.268590284902934,0.03398161098292694
3731,0.2344151161863052,409,0.3934043775094224,0.15898926132311722
2505,0.2338784501730978,410,0.24817717630671193,0.01429872613361412
1992,0.23370508988031147,411,0.42324480058514,0.18953971070482856
2603,0.23369264037530318,412,0.40120369753669927,0.16751105716139608
9192,0.23361775412223393,413,0.3966164987369014,0.16299874461466748
6013,0.23348478725601507,414,0.32258012206675385,0.08909533481073877
3419,0.23339294845044734,415,0.3226816574079082,0.08928870895746087
9067,0.23303141949485895,416,0.40142372234194745,0.1683923028470885
6532,0.2329951553423446,417,0.526471360593157,0.2934762052508124
6600,0.23274170250429466,418,0.3872068870917987,0.15446518458750402
308,0.23230780945745708,419,0.2738051422484042,0.04149733279094711
297,0.2320977667354362,420,0.3668952152437222,0.134797448508286
5798,0.2319124190653308,421,0.3025578878539695,0.07064546878863867
7003,0.23166524428989665,422,0.4781679363042859,0.24650269201438924
1051,0.23151189479404694,423,0.2932970569305984,0.06178516213655144
4652,0.23137448441719544,424,0.23632122052089502,0.004946736103699589
1155,0.23134359677335276,425,0.42786878931853023,0.19652519254517747
992,0.2311305362024472,426,0.37963715443031515,0.14850661822786795
4723,0.2310645847874625,427,0.25504828238510735,0.023983697597644862
5658,0.2310126138139963,428,0.38970573925802865,0.15869312544403236
9475,0.22994627919322713,429,0.4357486439546548,0.20580236476142766
7490,0.22991695896571537,430,0.4425502405086405,0.21263328154292513
2609,0.2298658002215285,431,0.47557128960097617,0.24570548937944767
1458,0.22982691779909192,432,0.5194263060671699,0.28959938826807796
7244,0.22949221382649818,433,0.25453507024137345,0.025042856414875272
1632,0.2292693176924689,434,0.2740353381982402,0.044766020505771345
1467,0.2289337190011626,435,0.6304215912613217,0.4014878722601591
8425,0.22885549543527045,436,0.2941175728414781,0.06526207740620765
9360,0.2286355915661131,437,0.40963989442044435,0.18100430285433125
5800,0.22854652600016676,438,0.37261765540193065,0.1440711294017639
